id,distance,avg_slope,avg_speed,prop_moving
23209396,-1.3540558140232177,-1.3698557136547644,-2.6723414470186824,0.055552262940811864
54372107,-1.349059299299507,-0.4625951773141466,-2.6203918235393098,0.950434767695993
48496079,-1.3483196138289417,6.150691352185638,-2.513324355302215,0.6206943531593111
40433541,-1.3482177555018477,-3.0384998864387134,-2.613760038321071,0.5006116823601778
47936294,-1.3474165306253296,2.927665711518225,-2.5280627212369082,-4.088614118814309
56203693,-1.347160369058679,-2.0266919424740766,-2.5652739787815877,0.4866052106812655
32130341,-1.3446466510578898,-3.6376046357673006,-2.4603774708877686,-1.6692922677681867
14888347,-1.3442325484542865,0.07785869846894773,-2.630838131834206,-0.18481490341531634
7981899,-1.3418446376134496,-2.456701775588657,-2.5445098554276613,1.0247486670571548
52102918,-1.3418155352342798,-0.722195066591282,-2.5006974976165908,1.017276910967468
29765892,-1.3408251448931585,2.905722526516581,-2.4987547566026875,-1.906619250689441
37925963,-1.3406238534372343,1.439764730880847,-2.584149059787346,-0.6376783229169389
40761673,-1.3384154072679444,-1.3119828869599008,-2.589112350748828,1.0318662400543406
50507028,-1.3376499540658227,1.2988591381813077,-2.5039692806074285,0.6660652843412056
41301799,-1.3372228160215496,-0.31466418531926754,-2.568476720630766,-0.09462633709893532
27472465,-1.3371170167472761,-1.6696154286328042,-2.4335262202109114,0.9090918362370558
46725414,-1.3370230403145404,3.7327454107000886,-2.461415005822143,0.4491624070968453
42661949,-1.3369548316133615,-2.6535846710777973,-2.6152540119141903,-0.3030179559937008
55302432,-1.3365301187673524,7.808391225106507,-2.6152233269623415,-2.0323008125883484
35442400,-1.336438870682664,-2.0052059868783556,-2.4507251357219504,-0.5359086361400822
44578187,-1.3361918036095037,11.70612621809488,-2.50710873474342,1.0318662400543406
10694419,-1.3359426144878626,4.24985397872267,-2.586270157083868,0.6034032075555704
52633476,-1.3359186656550042,0.2239247994071342,-2.5488786254470797,0.9244227989428271
51087769,-1.3358074096846364,-0.22148989456266596,-2.6323186807608927,0.9266539532324513
52554741,-1.3357922521954853,5.323618776071559,-2.559754523067854,-1.4405642398426943
51450041,-1.3353059999435237,-0.912652849887242,-2.6526723928838467,1.0255015188891896
38060221,-1.3349549524947881,-0.624775882393549,-2.635086079855721,0.7365886402853753
54099675,-1.3345829877110247,-1.2443324653686219,-2.485842145302975,1.0283599750867711
53496781,-1.3341346291819403,-0.19177353104906458,-2.6174211366384843,0.9331218431520972
54621473,-1.333639282436488,-0.39157758864648806,-2.61062441980406,0.8893184332693235
54279855,-1.3332658019038093,0.2397997207971941,-2.512219697035672,1.0079788331058854
12206604,-1.3329411284861965,4.067790276307878,-2.527846008764479,-1.517150397786104
39985952,-1.3329120261070266,-0.9725264570185487,-2.6245208673724125,0.6863148034571361
54492738,-1.3326325220070836,-0.8456675905423022,-2.4506388342948764,-2.8489565624336217
40144665,-1.3325631007067724,0.23577161044872538,-2.433368959832688,0.8614468950757856
42282050,-1.332262376122018,-2.0846035492994006,-2.5743145327199284,0.6363972872994941
21332792,-1.3311786156477268,4.870890947426731,-2.312592989357312,-0.7417206442838495
19312750,-1.3310267376064346,-2.618550799902946,-2.5819224829688454,1.0286315871617222
56042780,-1.3302900836336997,-1.2632804691783779,-2.6050742791384773,0.8797253106255358
42364725,-1.3301679142711431,-0.2527013435627691,-2.3380480747250663,1.0281699896995786
11067003,-1.3298829534751058,0.024440715583038966,-2.6651400723817575,-0.6676203897270349
54204692,-1.3294539965321346,1.252774542328777,-2.4153626465261384,0.9758515192309609
19290334,-1.3290762719024936,15.93060623045195,-2.3041757235033935,-1.0039990662018634
23209373,-1.32888407494006,-0.234714654713977,-2.3737864545810217,-2.1548887332217164
55417646,-1.3269436131789583,4.559232877529968,-2.670406377242742,0.8945375288244994
36730158,-1.3266028728228458,4.737356764843807,-2.5663748014291503,-1.053674133635199
56478171,-1.3265510342099494,0.6444935542431297,-2.597170986228019,0.8736197054313967
6001431,-1.3264831286585534,4.637868721064284,-2.291978455143647,0.17063990739485987
53898616,-1.3263988530188742,2.0774845313303802,-2.4700758334813595,-2.8445696262493465
9202118,-1.3260277976844594,8.895071844006333,-2.271783921208406,-4.296839700520455
56097437,-1.3257449589369033,-0.6856346652447596,-2.5940066005686506,0.7805661551445832
56356304,-1.3257207069542618,1.6750871873749065,-2.5767616576298393,0.9666041634252047
52257418,-1.3255642816662243,1.3002903736271043,-2.6180827809127165,0.9503478842899026
19839708,-1.3254342304093094,6.100160074667658,-2.4946007812462083,-2.7275706768335417
48969030,-1.324990115977187,1.5179020595722472,-2.586258650226925,-0.6113796108676608
31433054,-1.324691513440914,3.2212289201692963,-2.4231853914379946,0.685433091202595
20246892,-1.3245317535052632,1.614364460288642,-2.611924694638637,-3.3973754897502224
43656627,-1.3245214464126407,0.04412236276163641,-2.6279786778838314,-2.5282094338423193
38197756,-1.3242310289205088,-2.0971701927081683,-2.6306367618377005,1.0019365673294236
13271105,-1.322590685444596,4.535107551727622,-2.4908687239776435,-0.38314341778797306
41523143,-1.3224391105530866,0.11897399753657294,-2.535072314924782,0.24709250847002293
52554746,-1.3221893151318793,10.63067367644096,-2.6317816941035446,-1.4742056739895717
52709995,-1.3218140157005023,-0.9274829968516628,-2.670040075630051,0.9350672472926136
34302219,-1.3215778620195309,-0.6944606569588684,-2.364270283889031,0.3700448262843002
56303348,-1.32090486950123,1.0909517231767747,-2.5869222123106472,0.7951933547433374
31835065,-1.3205698889909945,3.2473452488531587,-2.4983079069913954,1.0318662400543406
31922234,-1.3204613613686738,2.854611451904981,-2.336446703800477,0.9869026162608738
10170971,-1.3203585935922306,-0.46937545078629644,-2.6268356634274777,-0.7321704159139986
27799741,-1.3202773494503817,0.6947691246938285,-2.5141087393838397,-2.330825626913702
24177617,-1.3202215698903061,8.621793454018434,-2.272800360238385,-0.7819386419494848
31644085,-1.3195049238032506,3.6365636144171725,-2.4586706204412003,1.0318662400543406
31458837,-1.3193760851454677,1.884912901912198,-2.4253218312104403,1.0318662400543406
31644087,-1.3190662660672228,3.9579593104531114,-2.58784467867559,1.0318662400543406
31870946,-1.3190495928291568,2.4346846563250613,-2.3741911123835227,1.0318662400543406
31764274,-1.3189662266388267,4.308025393462229,-2.5043739384099295,0.9665157324270629
2576982,-1.3188677029593456,4.879225824611412,-2.3575560328626985,-0.3280368173936714
51326372,-1.3188576990165062,-1.2824291708032025,-2.601898386622166,1.0259497001992306
53330282,-1.3188158643464494,-0.09738633253494618,-2.6166156566524634,0.9421250087520077
21366227,-1.3186879351380156,3.2672409608470443,-2.165786590667025,-3.6023370037313396
