grid_i,lat,lon,breadcrumb_count,n_routes
46052,42.03328522440566,-73.95476135483963,10600.0,67
50545,41.934948466875035,-73.75359740189144,6080.0,83
50844,41.92968910937166,-73.73890985207672,1878.0,30
51446,41.953464679561066,-73.71429648100782,8156.0,50
49361,42.1515726647834,-73.80660754099316,3947.0,20
50258,42.119007023596104,-73.76628936340623,3793.0,38
50259,42.12753093105867,-73.76408877638181,4704.0,38
50260,42.14000909525461,-73.76646772838203,6638.0,59
36150,42.00091851756501,-74.39561334499963,2300.0,2
36151,42.026536483333345,-74.39977740416666,24.0,1
36152,42.02762456781609,-74.39346800574711,87.0,1
36449,41.999313293856225,-74.38527025555567,765.0,2
36450,42.00020571368418,-74.38695326631584,190.0,2
36452,42.03556723353662,-74.38276165060978,164.0,1
36750,42.0022400347826,-74.36797891304347,138.0,1
49355,42.067540971878245,-73.79963566344948,3844.0,236
49655,42.074344494656174,-73.79646393826388,31382.0,242
47219,41.590377470397115,-73.89912963772565,554.0,3
47519,41.596198808166974,-73.88571098421053,551.0,3
47520,41.60490889578948,-73.88484903263156,190.0,4
47820,41.605340454950216,-73.87279483655536,1707.0,8
48120,41.603538204493574,-73.85866655121255,1402.0,6
51148,41.97751666015517,-73.72607370960031,9281.0,55
51448,41.98076089433504,-73.71292269589252,13098.0,75
51748,41.98318003608752,-73.70002868724141,6717.0,60
48755,42.0744935223445,-73.83616811942706,13265.0,148
33425,41.67492229633059,-74.51321112325103,2916.0,18
33426,41.683173971175336,-74.51694466034682,2595.0,21
33725,41.671610371910845,-74.50189755617835,3051.0,18
34025,41.66861767295083,-74.48792812099623,3172.0,20
34325,41.66634226635069,-74.47602414559917,2954.0,20
34625,41.67175967463541,-74.45992706921078,15605.0,23
43356,42.08134984567099,-74.06991208712124,924.0,11
42120,41.60264607585593,-74.12820416203638,5608.0,34
42122,41.63425849348438,-74.12794864782177,13153.0,112
42420,41.60302554312833,-74.1145893343584,2634.0,26
42146,41.95039900335509,-74.1237102024258,27660.0,255
42446,41.95680011016795,-74.11766230880409,21558.0,274
49094,42.597909958641985,-73.81456421543213,162.0,1
49095,42.60792597542998,-73.81837885995085,814.0,3
49394,42.596404482065225,-73.80903392010873,184.0,1
49395,42.609051566419765,-73.80999839481478,405.0,3
49694,42.598432173033686,-73.79534710112358,89.0,1
31628,41.71894662916667,-74.58876038749999,48.0,7
31928,41.71273060582129,-74.58265363077494,2697.0,10
32228,41.7119270883451,-74.57069012694248,1982.0,11
32531,41.75604391692648,-74.55422035770825,8212.0,51
32532,41.76423196611389,-74.55223673891109,10010.0,36
43047,41.972629908224924,-74.08180339349438,2152.0,101
40049,41.99107503133806,-74.22118998823916,15186.0,79
45414,41.520242930375424,-73.97434442369574,2051.0,43
45714,41.5262531984188,-73.96653408574784,4680.0,32
46014,41.52607847257101,-73.95561084813156,1338.0,36
36134,41.79878936666667,-74.38806024166666,24.0,3
36135,41.805501959112554,-74.39377972176895,3358.0,12
42140,41.868027563356705,-74.12903321777473,11702.0,107
37935,41.81034843450839,-74.30946146846706,6184.0,94
34366,42.217328274670336,-74.47463059561484,3261.0,19
36737,41.839318225641,-74.37422520769233,78.0,3
39132,41.76492905461748,-74.25965055467206,25620.0,259
39432,41.765277320848725,-74.24787248541892,27618.0,258
39732,41.77063746708942,-74.2359753466017,17347.0,161
31929,41.7270313461384,-74.58363247753259,997.0,4
38567,42.22973957135135,-74.28749817048498,27010.0,266
38866,42.22653140400911,-74.26966520106826,8331.0,263
38867,42.227906438821115,-74.27592067077147,18848.0,264
39166,42.22418508753638,-74.26099250795198,26509.0,263
43319,41.59290586129676,-74.06964494369078,2005.0,16
43320,41.60643001761377,-74.07563894073026,3889.0,31
43619,41.58993048190543,-74.06081520815626,1459.0,10
43918,41.58288526148532,-74.04309023385146,579.0,10
43919,41.593145531291505,-74.04264526704735,4816.0,49
43920,41.60555670462369,-74.04656534850852,8716.0,44
43921,41.618567746965006,-74.04799972762515,4514.0,51
44218,41.57822770186876,-74.0295297182964,2301.0,20
44219,41.58879139457474,-74.03372861906206,10875.0,49
46050,42.00700123516805,-73.94911686217733,4106.0,23
46350,42.00311582689488,-73.94561297310509,409.0,23
34617,41.56673103067728,-74.46117691646747,753.0,5
34917,41.56495262952647,-74.44928545348186,359.0,3
34918,41.57622737810652,-74.44613277455622,169.0,3
35218,41.57699082545181,-74.43484361897595,664.0,5
35219,41.58945592865497,-74.4333851883041,171.0,4
35519,41.59302957809591,-74.41967862584109,1397.0,19
35520,41.604346628370145,-74.42242288323153,6387.0,23
35820,41.61033795681558,-74.40775103069873,873.0,24
35821,41.61693523661087,-74.40543740319036,3824.0,23
35822,41.631726716596425,-74.40476932104613,9731.0,28
36121,41.62097618691652,-74.3968286720826,4456.0,34
36122,41.63260586498141,-74.39595058973978,1345.0,32
36123,41.64683134057996,-74.39318567918777,23933.0,176
46064,42.19541022520059,-73.95323247352847,15579.0,69
46364,42.198334876449934,-73.93947917920956,4276.0,39
46663,42.18344206387005,-73.930811125241,5602.0,41
46664,42.19525536868992,-73.92662825548851,8946.0,62
42471,42.28959506197917,-74.11852617239585,384.0,18
41222,41.62822413557931,-74.16750495299425,15079.0,103
42421,41.614405587745836,-74.1082058594554,661.0,22
45765,42.20707968482439,-73.9701154988787,16856.0,72
45766,42.22059872009197,-73.96784232606434,15220.0,78
37638,41.84257505407572,-74.32363526739421,2245.0,20
48132,41.765965895646275,-73.86103855199192,10267.0,64
39768,42.24994526397963,-74.23437584799483,12368.0,102
40068,42.249842894225864,-74.22061468195095,12937.0,102
40069,42.262596936412784,-74.21862184700315,2219.0,22
40368,42.250610607794485,-74.20600226948261,13625.0,113
48429,41.725878754806445,-73.84517618608092,2299.0,12
31964,42.193598275782506,-74.58082395194958,9361.0,35
31965,42.204750220154594,-74.57681709702263,3493.0,35
32265,42.20926831263401,-74.57004918186745,8675.0,39
32266,42.221645075720865,-74.56848424837445,11965.0,34
32267,42.2323056839611,-74.56856678161199,7407.0,31
32567,42.23631319928173,-74.55698077901037,5012.0,25
32568,42.24453943502246,-74.55354645244634,4006.0,25
36458,42.117912736798345,-74.3816281057934,26599.0,206
36758,42.11581985917264,-74.36799647856421,24753.0,206
37057,42.104854797908715,-74.34988368056051,11811.0,213
37058,42.110956046902444,-74.3560025821479,25504.0,212
37356,42.089679265928716,-74.33633151118465,3478.0,214
37357,42.09812437179806,-74.3416526253403,32324.0,213
52042,41.900531159934445,-73.68817818758053,9155.0,45
49028,41.71148170183948,-73.81899863612041,1794.0,10
49029,41.72591492869378,-73.81921937159173,1401.0,10
49626,41.68870372153431,-73.79336503041725,743.0,2
49627,41.70120929334681,-73.79242320761122,9394.0,46
50537,41.83258171634408,-73.75292363301503,11625.0,46
50838,41.842236421654526,-73.7392112887738,7144.0,50
51438,41.8449450017725,-73.71080814805349,9196.0,47
52337,41.83494221846799,-73.6734564358893,12611.0,79
52637,41.836264792014894,-73.65757876060134,11008.0,78
52638,41.845147638092406,-73.65829789387438,8440.0,79
52937,41.83391182459131,-73.64514055982963,7279.0,48
53237,41.83246206128447,-73.63211334842678,7723.0,49
53536,41.82372760927521,-73.61848106395104,5229.0,35
53537,41.83067983572024,-73.61874038205707,7234.0,49
53836,41.82104635983515,-73.60449161880854,5338.0,30
54136,41.81678438533023,-73.59244676363251,4724.0,29
54435,41.81001711118135,-73.57715335008321,6010.0,29
54436,41.81410523030505,-73.58325574224135,1508.0,29
54735,41.807790192752464,-73.56512397218214,8872.0,38
38268,42.24967274794874,-74.30431469442438,13577.0,122
38569,42.25960921328986,-74.28827873516897,17487.0,100
38868,42.253589004635245,-74.27051639085391,6429.0,89
38869,42.25833024672764,-74.27537766768222,8862.0,109
39168,42.25312338501796,-74.2620065644356,12535.0,86
39169,42.26584641488384,-74.26181552777638,3917.0,26
39470,42.26871094811295,-74.24580468425198,3683.0,27
40669,42.26161187547246,-74.19100039001204,25771.0,152
31966,42.21448065740741,-74.57541674259261,108.0,5
32565,42.2063472481222,-74.55784629336448,5139.0,26
31959,42.131407842640215,-74.57997445768764,5795.0,37
31960,42.13563625705981,-74.58682469894018,2925.0,36
32259,42.12464666120882,-74.57137461380513,7164.0,37
46659,42.12942642723984,-73.92942579111315,5525.0,40
34947,41.968365278183676,-74.44845172177416,2301.0,2
35247,41.96961925799961,-74.43117752398263,3119.0,1
35248,41.977957701746085,-74.43234199368054,4067.0,1
35547,41.96391108923603,-74.42167382458535,3075.0,1
35847,41.96170106760306,-74.4100269296446,1744.0,1
35849,41.996029581404756,-74.4084013389298,1495.0,1
36149,41.999202557558164,-74.40043863720928,172.0,1
42175,42.33803386279722,-74.1275600258075,12198.0,79
42176,42.35817714953707,-74.12354214974278,1944.0,177
42177,42.36280584418668,-74.12729248338762,14441.0,178
42474,42.32900838881979,-74.11214655131772,12218.0,74
42476,42.360069511111114,-74.11820161250738,5085.0,174
42477,42.36217228843571,-74.11194564401085,15937.0,175
42773,42.319098986453575,-74.09604596930492,1971.0,25
42774,42.32454498437821,-74.09995966581981,11612.0,75
42775,42.34239999483697,-74.09859988532605,368.0,2
42776,42.35848293412952,-74.09829081629918,13062.0,174
42777,42.36266209905347,-74.10364157286635,6339.0,182
42778,42.37578795328467,-74.10267383941603,411.0,7
43073,42.31716886605689,-74.08537764427003,8473.0,76
43075,42.345168043873635,-74.08261293388092,9557.0,176
43077,42.368980331379085,-74.08669783024648,1501.0,10
43373,42.31427012341773,-74.07357218411732,11692.0,100
43374,42.32994951779209,-74.0716727884813,22954.0,179
43375,42.338285389220644,-74.0769881143946,21133.0,177
43376,42.35428556558221,-74.07325433767129,1168.0,8
43377,42.36687959361948,-74.0762510861949,862.0,11
43673,42.31409250275586,-74.06034360380661,34545.0,207
43674,42.323301069070226,-74.06520601340547,9056.0,173
53242,41.9021736800315,-73.63395264921559,12685.0,181
52039,41.861031915237945,-73.68183636991526,6136.0,40
52338,41.84699792122149,-73.67522517160806,5174.0,37
52339,41.85806622843512,-73.67470662677209,3668.0,19
28959,42.12394687162937,-74.71459844559853,22481.0,131
36755,42.067906336879425,-74.36236401773048,141.0,2
37054,42.066186702702694,-74.3528535639639,444.0,2
37055,42.07422768195492,-74.35467999285713,532.0,2
37056,42.08034587575756,-74.35524804848481,33.0,1
37354,42.066855000000004,-74.347811775,8.0,2
37035,41.80224814044465,-74.35905102023152,5442.0,19
45133,41.7777377582317,-73.99081140585363,1640.0,12
33762,42.16671077146984,-74.4992033927179,9695.0,32
34363,42.176149088169645,-74.47124895546877,896.0,11
32546,41.95412728593573,-74.55521957776936,15870.0,110
32846,41.957825446110604,-74.54513480333375,7469.0,110
32847,41.96340760419233,-74.53911302169297,11211.0,110
33147,41.969660535900246,-74.53080477778128,12674.0,110
33148,41.974538743932825,-74.5243188892656,6428.0,110
33448,41.9804705630101,-74.51566623121124,18378.0,110
40337,41.83298801427904,-74.20858590113878,17123.0,91
48444,41.924229534161455,-73.84790470020707,483.0,26
49025,41.67286521896879,-73.81883834763481,2114.0,21
49026,41.68215416178011,-73.82189977015706,764.0,9
38840,41.87682808427526,-74.27400291457295,10245.0,50
51155,42.075569703227984,-73.7246607648733,8922.0,66
51156,42.089471096675624,-73.7237888225517,8904.0,43
51157,42.09767137404104,-73.72033634947962,3363.0,30
51455,42.07578242762419,-73.71285925034837,13347.0,75
51456,42.087250266240716,-73.71361198769374,9938.0,29
51457,42.09804288519538,-73.71376537788507,2175.0,29
41239,41.86140087005503,-74.16422316889638,12169.0,113
41540,41.872511129398895,-74.15377473998079,49859.0,429
31967,42.235469580509736,-74.58028175077463,2001.0,10
44271,42.284705522334804,-74.03326256588106,4540.0,47
29843,41.91567586472206,-74.67500778934135,5451.0,29
29844,41.92041297663934,-74.67758116639347,488.0,5
30143,41.91467666982081,-74.66364239782563,4967.0,34
30442,41.90519888418863,-74.64430657226075,721.0,13
30742,41.90355931187841,-74.63650373921564,3519.0,13
31042,41.89867482998406,-74.62206986251994,3135.0,13
31341,41.89248489202972,-74.60519557389397,2961.0,15
31342,41.8962103413728,-74.61059217877836,3176.0,22
31939,41.86098061996087,-74.58292353467236,25565.0,128
31940,41.86793129244491,-74.58786674413709,7121.0,110
44251,42.01598326878851,-74.03628021991788,487.0,3
33738,41.84610665848874,-74.50387158520601,42639.0,268
34038,41.8423823660003,-74.48898347788692,25962.0,207
34337,41.83293798005979,-74.47507759270344,34112.0,208
34637,41.82729385158497,-74.46723814369737,8076.0,208
35236,41.814803695318105,-74.43723206677483,25887.0,243
35535,41.804656285286754,-74.42193416241068,52592.0,303
35563,42.181408457835,-74.4152961375228,9866.0,91
35862,42.16728207562051,-74.40966459781146,17043.0,91
35863,42.17986234367156,-74.41351594698199,11630.0,91
51756,42.08971315859129,-73.69929585283487,5750.0,14
31332,41.767653252112844,-74.6053239878768,7762.0,44
31333,41.77895180387299,-74.60739510983882,4157.0,51
31633,41.77902700151753,-74.59717039127428,8962.0,46
31931,41.75586019952121,-74.58230252441862,2924.0,14
31934,41.78953043124676,-74.57795645935063,3850.0,46
32231,41.75633966289971,-74.56898937038517,2752.0,14
32235,41.80616014513549,-74.56787477394383,13989.0,60
32535,41.80684265269284,-74.55581805240172,8931.0,58
32834,41.79361638670088,-74.54090144962669,4286.0,24
33133,41.78049866425755,-74.52716788152098,6088.0,44
46660,42.13917393642866,-73.92429369181,6569.0,37
33737,41.837047711007465,-74.49975990151121,16080.0,151
40917,41.56616346195824,-74.18276668388985,38994.0,135
40918,41.57787062986296,-74.18114783306163,41955.0,160
31666,42.22091392677455,-74.59360090966558,4635.0,28
31667,42.233248744423975,-74.59647128691245,5425.0,30
45134,41.78725141376811,-73.98722270289855,276.0,4
45434,41.794545990631676,-73.98099639538682,1409.0,5
50857,42.09366163846154,-73.74325169615385,26.0,9
51757,42.10156899030613,-73.69566823099493,784.0,29
49955,42.07953194610865,-73.78520909809107,1362.0,68
43672,42.300813863787766,-74.05702278116676,41671.0,205
43972,42.30644202365543,-74.04812397096624,2194.0,179
43973,42.308936169962124,-74.05302433847015,11622.0,198
38819,41.59214151335712,-74.27357430327326,25754.0,120
39118,41.57786333448393,-74.25955653946234,11791.0,68
39119,41.58999885990639,-74.26359209416091,4487.0,112
39418,41.57791758483715,-74.25065954651633,7492.0,81
39419,41.5918797895778,-74.24528037254743,9806.0,65
44814,41.523039890926476,-74.00837871899925,14669.0,73
44815,41.53742807433129,-74.00824663798193,10842.0,67
44816,41.549659000226576,-74.00670072894367,3531.0,51
44817,41.563612185475165,-74.00633196441686,1852.0,14
44818,41.57909418293892,-74.00644008392958,1817.0,12
44819,41.5911154846961,-74.00425268340018,3241.0,17
44820,41.602866118611786,-74.00667527245663,5878.0,44
45114,41.519085858878185,-73.99362820087852,5919.0,63
45120,41.60627531901998,-73.99718639516821,5857.0,44
36721,41.62251259098972,-74.3643021651025,5072.0,58
36722,41.63160179908953,-74.36985963084672,30752.0,177
36723,41.6428567318852,-74.36485518708257,13834.0,119
37021,41.61781409666238,-74.35495399327787,8539.0,58
37023,41.64909319204584,-74.35378209732328,15803.0,120
37321,41.61554137467693,-74.3417637279538,6500.0,58
37323,41.651206202724424,-74.3444852795929,9580.0,119
37324,41.65493842783167,-74.33670036780217,9482.0,119
41219,41.59418948721123,-74.16440969108912,1212.0,19
41519,41.59410573345919,-74.15460813591318,2119.0,19
41520,41.599903413483155,-74.15615716179778,178.0,12
37025,41.67216115387734,-74.35736441064822,1728.0,7
37026,41.68466803295281,-74.3535954788432,1314.0,5
34974,42.32871115185286,-74.44793797054494,3670.0,17
35273,42.31661483038874,-74.4308968006982,58288.0,273
35274,42.32568918495462,-74.4342198686583,6394.0,187
35572,42.30228771725866,-74.41692342349165,33531.0,314
35573,42.31022263812686,-74.42359141275861,18803.0,263
35870,42.27374605157801,-74.40646073194702,36692.0,277
35871,42.28906879731067,-74.40715096764647,38002.0,299
35872,42.29849001435657,-74.41357438310513,8470.0,314
36170,42.27889625941371,-74.39451517892485,11701.0,300
36171,42.283390086929835,-74.39856491846253,21308.0,300
50542,41.904526666608,-73.74623505371754,2273.0,38
39719,41.5881195097154,-74.23366531074583,2038.0,17
40018,41.58168409529886,-74.21971460443251,1489.0,24
40019,41.58962298990185,-74.22173273976009,4585.0,33
40318,41.58062837223993,-74.20688232961784,1884.0,13
40319,41.59568958479423,-74.20209378999485,5807.0,83
40618,41.57876730683427,-74.19675243543881,14676.0,110
40619,41.58906163847165,-74.19939482348856,5326.0,72
32236,41.81888815590707,-74.56468365511617,2023.0,11
32536,41.82479587113636,-74.55763499750002,440.0,12
32537,41.83133974320242,-74.5530687407855,3310.0,12
32836,41.81900813928403,-74.5418854836095,12794.0,65
32837,41.83429380661252,-74.54128325077265,16499.0,93
33136,41.82122772240976,-74.52525220958482,5154.0,52
49631,41.75394254387607,-73.79184689909941,2776.0,18
49931,41.75491300850891,-73.77748710745543,1234.0,25
49932,41.7666495901697,-73.77799854228589,5127.0,18
49933,41.77966710368,-73.77765232377605,6250.0,18
33164,42.19316877132867,-74.52714650428904,2145.0,5
33464,42.196052237622624,-74.51520729164562,3567.0,9
33764,42.19779847203947,-74.49990194276317,304.0,5
33765,42.2068006767697,-74.50135866281157,1003.0,4
33766,42.22083656937201,-74.50224422323043,3758.0,19
34065,42.20725582715897,-74.48648045043802,799.0,4
34066,42.21779277572074,-74.48840620191041,2879.0,16
34666,42.21524242017544,-74.46177172894738,114.0,1
34966,42.21495228720932,-74.45087318139535,86.0,1
41556,42.0868089853292,-74.1532047372444,10313.0,14
41557,42.0958199839,-74.15228160035004,2000.0,11
29836,41.82249508494972,-74.67516368994254,2784.0,16
29837,41.83056830205931,-74.67349974802308,1214.0,10
29838,41.84641225033333,-74.67443645266667,1800.0,6
29839,41.85853512853755,-74.67518571549408,1265.0,6
30136,41.82045050154992,-74.6623435225029,1742.0,12
30137,41.83418917019475,-74.66697704707875,1181.0,6
30436,41.81968116773554,-74.64734122796695,3025.0,16
30735,41.80752054451728,-74.63422324034566,1678.0,15
30736,41.819935632825164,-74.635270886303,4198.0,20
30737,41.83309355320687,-74.63665647448062,2214.0,16
31034,41.79052344608972,-74.62064981032158,5038.0,27
31035,41.804176236585384,-74.62413053433397,1599.0,12
31334,41.79005263830684,-74.61161606590981,3083.0,26
42746,41.95760921955262,-74.10338102228665,2414.0,30
44272,42.30340077308429,-74.03331562485633,2088.0,22
44572,42.30416644535982,-74.02061625677419,2015.0,21
37059,42.125711431762674,-74.35226929485165,1146.0,4
40341,41.887372294092636,-74.20518199482153,13170.0,73
40342,41.895438958681446,-74.20902238848515,9935.0,66
34653,42.052949260119036,-74.45830822619044,168.0,2
32865,42.20748331470414,-74.544702737929,3380.0,18
32866,42.21614283943982,-74.53838951423162,1321.0,18
33166,42.222468110386586,-74.53044508871533,2561.0,18
33167,42.23149787379445,-74.52442519995128,2053.0,18
33466,42.22423762633116,-74.51345858431802,4113.0,18
33467,42.22998968720589,-74.51722368477944,2720.0,18
39455,42.07571300535281,-74.24160218272506,411.0,12
38832,41.76087288879056,-74.27286201037938,14577.0,137
40953,42.05005272374101,-74.17471879568345,139.0,1
50233,41.77765866523495,-73.76646615339573,5448.0,30
50533,41.78093594677687,-73.7516565596821,7865.0,48
50833,41.77765170778287,-73.73989778229029,8069.0,48
51133,41.7811638878459,-73.72878615583288,1843.0,26
51134,41.78994119743165,-73.72430607245234,2414.0,20
51434,41.794692575339184,-73.71121720985637,2506.0,33
51734,41.79278518168247,-73.69849985820561,7501.0,39
52033,41.77844474149431,-73.6858080401758,3868.0,21
52034,41.791212779423354,-73.68568819275507,4058.0,25
52333,41.77495063458695,-73.67170488374745,1489.0,28
37367,42.23873498809552,-74.34314770374992,29468.0,339
37368,42.24321655837572,-74.3378371732401,16536.0,352
37369,42.26390898141526,-74.3405268054784,5257.0,53
37667,42.24011754503881,-74.32145564983351,4505.0,335
37668,42.2427973056553,-74.32765140437101,32235.0,341
37669,42.263594456995406,-74.3273332186918,8913.0,54
37967,42.23670757170389,-74.31518288765689,40168.0,357
37968,42.24310805189484,-74.30959889445155,5515.0,120
37969,42.26050352663643,-74.31441630479216,6615.0,40
38236,41.81869006291208,-74.30079850265567,1092.0,55
34972,42.2992068471723,-74.44448116273567,2281.0,20
35272,42.3035297349082,-74.43551822256966,2942.0,20
51435,41.80920897666981,-73.71004530028222,2126.0,23
51436,41.81801176145722,-73.70816829469905,4735.0,23
51735,41.80561655065451,-73.70067759701196,3514.0,25
51736,41.81808294122383,-73.6955333187601,1242.0,7
52036,41.82469078373984,-73.69091901544716,246.0,7
49664,42.19760675793405,-73.79163913270179,5489.0,42
49962,42.16941897958289,-73.77611884928649,911.0,13
49963,42.18039682332536,-73.78058936232057,836.0,13
49964,42.193441684311146,-73.77962119289593,5335.0,60
43346,41.94904049834907,-74.07463605825473,424.0,2
37927,41.69479635220126,-74.31034070031444,318.0,2
43074,42.32196529104,-74.08969500358397,3125.0,57
34643,41.90742422401136,-74.45620915522547,13731.0,321
38810,41.47368711666669,-74.26817041249997,24.0,1
39110,41.46809704095714,-74.25729226688927,1797.0,18
39111,41.484187141927066,-74.25969256562495,384.0,2
39112,41.5026558011111,-74.26133974733332,450.0,5
39412,41.49726873295098,-74.25034332565171,959.0,5
39413,41.51253788333334,-74.25093038888889,414.0,5
39414,41.5223398315625,-74.24399180062501,320.0,9
39714,41.52554206730267,-74.23519447790498,15723.0,55
40014,41.52371108525469,-74.22363725107242,746.0,50
40015,41.54087349785609,-74.22535062947266,4058.0,98
40016,41.55024884718138,-74.22041475907615,12577.0,90
40316,41.55297600460385,-74.20963580207822,6929.0,90
40616,41.55241299184873,-74.19322142787816,4760.0,45
40617,41.56461032497145,-74.19451462179424,19262.0,120
30135,41.80630513250478,-74.65937437017212,523.0,5
30434,41.78876280371429,-74.64872510385712,700.0,4
30435,41.80444716796797,-74.6485089492492,999.0,5
30733,41.78188441511169,-74.63413905295666,761.0,8
30734,41.78914801565463,-74.6336292333966,1054.0,9
31033,41.78266129439823,-74.62564956794232,1803.0,13
31331,41.7567803955583,-74.60823152942626,3242.0,23
38874,42.32434676625089,-74.26872675086624,1443.0,20
39174,42.32826346160274,-74.26619011843657,2034.0,20
39175,42.34169151752114,-74.26167363239438,3550.0,20
36441,41.89221956743118,-74.38497363440362,218.0,1
34975,42.34077374185552,-74.44761611246462,1412.0,29
35275,42.3394071611052,-74.43712389946866,1882.0,19
35276,42.35430566796348,-74.43521387447402,2519.0,19
35277,42.36794706745134,-74.43100712526032,2209.0,19
32239,41.858163493411105,-74.56844940007423,13462.0,121
32538,41.85015148802431,-74.55014760891709,8893.0,131
32539,41.85681030201642,-74.5553871255729,17804.0,132
48422,41.62834929021953,-73.84284177537492,4601.0,53
48423,41.64388367492877,-73.84647805669513,4563.0,35
48722,41.634651481309874,-73.83346113497281,7726.0,55
28642,41.90153846349046,-74.73070322427287,997.0,3
28643,41.912747712694596,-74.72801901460204,4561.0,25
28943,41.91124973135153,-74.71629465983278,6341.0,24
28944,41.926991879448344,-74.7159401286325,2574.0,11
28945,41.937682096790844,-74.71315249472778,1745.0,12
29243,41.911271911032756,-74.70173777501262,3970.0,24
32868,42.245250519632705,-74.54194466160908,2287.0,14
33168,42.25197047732267,-74.5326252098901,1001.0,13
33169,42.258750403398246,-74.53131613676979,2619.0,13
37317,41.56759926171937,-74.33790184914841,1233.0,18
37318,41.57728940491058,-74.3414044156748,3075.0,23
37319,41.59219225253604,-74.3394830883609,3746.0,41
37617,41.567060114686164,-74.32740772078003,1641.0,17
37619,41.59289906730731,-74.32912621118233,5151.0,44
37917,41.562780437986326,-74.31053752027678,4986.0,84
38217,41.56555986239299,-74.3022238958352,15295.0,90
38517,41.56585483329715,-74.28691334515604,3685.0,28
38817,41.56513490002751,-74.27093325918786,7265.0,48
39117,41.56505741743873,-74.26259405078488,5224.0,68
41868,42.246705690000006,-74.14700524499999,40.0,2
27745,41.94296336942676,-74.7674471361465,628.0,3
27746,41.94758955157896,-74.76359462947369,95.0,2
28045,41.938364208924746,-74.7552933831183,930.0,3
28046,41.95373862457756,-74.7561660900154,651.0,2
28343,41.912785431352575,-74.74132308613471,1767.0,14
28344,41.92655395479321,-74.74020532951128,1064.0,3
28345,41.93417629302326,-74.74775277616278,172.0,3
28346,41.95638531701752,-74.74241639473682,570.0,2
28644,41.92408411841011,-74.72480633389112,478.0,1
28645,41.94626177317074,-74.7227136292683,41.0,2
28646,41.9505917380109,-74.72918055490459,734.0,2
46036,41.82078955241706,-73.95716776654025,1055.0,4
35574,42.32521615888882,-74.42439192327156,66128.0,228
35873,42.31017744674813,-74.40778113240422,9579.0,88
35874,42.33280002941001,-74.40957180801406,30272.0,228
35875,42.3346890019728,-74.40318571778049,15967.0,227
36173,42.309657286928164,-74.39420883007605,10121.0,87
36175,42.33567621247955,-74.39541573890189,52085.0,228
36472,42.305428979502246,-74.37716054668678,6308.0,83
36473,42.309084412618354,-74.38423257617484,5809.0,87
36474,42.33335119766668,-74.37707563582502,12000.0,231
36475,42.3355333600065,-74.383330700617,21556.0,228
36772,42.298982440463156,-74.36809694981099,10580.0,83
36774,42.33236036588582,-74.36881388206649,24418.0,231
37072,42.29602882131651,-74.35468603026882,9115.0,81
37074,42.329428610353744,-74.35497294716801,46186.0,233
37372,42.30253447889484,-74.34146961122711,10822.0,86
37374,42.32961258437124,-74.34123597733708,26528.0,229
37672,42.30309737087933,-74.32798186722287,12225.0,102
37674,42.33329313546017,-74.32629985446391,23948.0,237
37675,42.334637041071694,-74.32598401375728,13978.0,229
37972,42.299073880502355,-74.31432911102299,13735.0,104
37974,42.33340485742625,-74.3169849631973,25403.0,233
38273,42.32049783182819,-74.2970696889868,908.0,9
38274,42.32421404090515,-74.30336980852917,1149.0,13
32839,41.859425366843595,-74.54131584996995,9986.0,45
41218,41.57435537645739,-74.16689043116588,5798.0,48
41518,41.57486397974711,-74.15648060970133,4587.0,50
37929,41.727761004557514,-74.31596940979867,2633.0,5
38229,41.725600625106765,-74.300442655607,2577.0,4
46371,42.28254513974855,-73.94198990580273,1034.0,9
46670,42.27468809413597,-73.92681673855736,1927.0,9
46970,42.27134426269037,-73.91574338756345,1182.0,9
47270,42.27215775030675,-73.89507260613497,163.0,2
47569,42.257300754320994,-73.88407134115226,243.0,2
47570,42.278705176190485,-73.89194593333335,63.0,2
47571,42.286391270238106,-73.88636748968253,252.0,2
47869,42.25871539484128,-73.87383919126984,252.0,2
47871,42.29221901875,-73.87810950000001,112.0,2
47872,42.30162310695971,-73.87621179487178,273.0,2
47873,42.309018134177215,-73.87653968734178,79.0,2
48171,42.289127676865675,-73.85412592089553,134.0,3
48172,42.297854149549565,-73.86140894414415,111.0,1
48471,42.28891702222222,-73.84707111414141,99.0,3
48770,42.27431127951809,-73.83470475993977,332.0,3
48771,42.28267237265624,-73.83477739687498,128.0,3
40332,41.76801134154303,-74.2051592041542,337.0,1
40020,41.6014766471613,-74.21723259748386,1550.0,28
37359,42.13169625971732,-74.34323863498231,283.0,3
37360,42.14108846732674,-74.34219861287129,404.0,1
37361,42.14890163671873,-74.3423141171875,256.0,1
41874,42.33261311360977,-74.14033321917653,10419.0,75
41875,42.33687825059629,-74.1399420670536,6289.0,78
42475,42.337089711612826,-74.1170601266838,6622.0,75
44573,42.3120493993447,-74.01935269213631,763.0,19
44873,42.30856158720854,-74.00878117435043,1501.0,20
37975,42.33501540549966,-74.30950000219256,8255.0,223
38275,42.33735218035292,-74.30094842673867,24818.0,229
44513,41.51420247127525,-74.02019095726011,1584.0,14
44514,41.5261918632482,-74.01850232494013,2506.0,20
44515,41.53810711417599,-74.01839653219272,2864.0,23
44812,41.499507046548885,-74.00727895813469,2434.0,13
44813,41.51354612900764,-74.00900611935337,2227.0,23
45117,41.56207346753774,-73.9905886456446,1722.0,40
